"from_country","to_country","move_year","n_moves","n_unique_movers"
"United States","Chile",2017,1,1
"Senegal","France",2022,1,1
"Kazakhstan","Spain",2021,1,1
"Germany","Namibia",2019,1,1
"Egypt","Kenya",2024,1,1
"Italy","Vietnam",2020,1,1
"Thailand","Japan",2023,1,1
"United States","Tonga",2020,1,1
"Canada","Thailand",2022,1,1
"United Kingdom","Czech Republic",2016,1,1
"Denmark","Netherlands",2015,1,1
"Chile","United States",2019,1,1
"United Kingdom","Philippines",2022,1,1
"Vietnam","Ireland",2023,1,1
"Canada","Spain",2019,1,1
"Australia","New Zealand",2020,1,1
"United Arab Emirates","Azerbaijan",2019,1,1
"United Arab Emirates","Finland",2024,1,1
"Serbia","Spain",2023,1,1
"South Korea","Russia",2021,1,1
"Jordan","Germany",2024,1,1
"Brazil","Germany",2015,1,1
"Netherlands","Bonaire, Saint Eustatius And Saba",2012,1,1
"Sweden","Hungary",2022,1,1
"Singapore","Indonesia",2020,1,1
"Sweden","United States",2015,1,1
"Lithuania","United States",2019,1,1
"United Kingdom","Israel",2022,1,1
"Switzerland","Singapore",2021,1,1
"Ireland","Romania",2021,1,1
"Sweden","South Africa",2021,1,1
"United States","South Korea",2012,1,1
"Jordan","Nigeria",2023,1,1
"Estonia","United States",2020,1,1
"Japan","Vietnam",2023,1,1
"Portugal","India",2023,1,1
"Japan","Portugal",2017,1,1
"Ireland","Austria",2017,1,1
"France","Latvia",2023,1,1
"Thailand","Spain",2023,1,1
"China","Rwanda",2022,1,1
"Luxembourg","United Kingdom",2018,1,1
"Serbia","France",2024,1,1
"Netherlands","Aruba",2017,1,1
"South Korea","Nigeria",2023,1,1
"United Kingdom","Kazakhstan",2022,1,1
"Russia","Uzbekistan",2023,1,1
"Lithuania","Hungary",2020,1,1
"Denmark","France",2018,1,1
"Indonesia","Spain",2024,1,1
"Japan","Mexico",2024,1,1
"Nigeria","Ghana",2024,1,1
"Canada","Saudi Arabia",2006,1,1
"Saudi Arabia","Canada",2017,1,1
"Israel","Hong Kong",2022,1,1
"Brazil","Belgium",2021,1,1
"Australia","Sweden",2018,1,1
"Argentina","Costa Rica",2023,1,1
"Nepal","Ireland",2019,1,1
"Slovakia","Spain",2023,1,1
"Canada","Ukraine",2009,1,1
"Ivory Coast","United States",2008,1,1
"United Arab Emirates","Tunisia",2021,1,1
"Iran","Australia",2015,1,1
"Italy","Palestine",1997,1,1
"Taiwan","South Korea",2023,1,1
"Morocco","Canada",2021,1,1
"Israel","Austria",2023,1,1
"Canada","Chile",2023,1,1
"Ireland","Lithuania",2022,1,1
"Netherlands","China",1996,1,1
"Brazil","Luxembourg",2016,1,1
"Singapore","Portugal",2023,1,1
"Canada","Belgium",2019,1,1
"Madagascar","France",2021,1,1
"Ghana","South Africa",2022,1,1
"United Kingdom","Netherlands",2003,1,1
"Tunisia","Czech Republic",2024,1,1
"Armenia","Israel",2024,1,1
"United Kingdom","Lithuania",2012,1,1
"India","Cayman Islands",2023,1,1
"France","Austria",2013,1,1
"Myanmar","United States",2022,1,1
"Bangladesh","United States",2017,1,1
"Belgium","Singapore",2021,1,1
"Poland","Spain",2022,1,1
"Maldives","Sri Lanka",2021,1,1
"France","Slovenia",2024,1,1
"Russia","Armenia",2018,1,1
"Canada","Kuwait",2024,1,1
"Spain","United Kingdom",2015,1,1
"Belgium","India",2018,1,1
"Lithuania","Russia",2020,1,1
"Brazil","Ireland",2022,1,1
"Thailand","Japan",2018,1,1
"Italy","Japan",2017,1,1
"Netherlands","Taiwan",2020,1,1
"Liechtenstein","Germany",2024,1,1
"France","United States",1987,1,1
"United States","South Africa",2010,1,1
"Armenia","United Arab Emirates",2022,1,1
"Malaysia","Yemen",2023,1,1
"Brazil","Chile",2017,1,1
"Singapore","Kazakhstan",2018,1,1
"Ukraine","Netherlands",2018,1,1
"Spain","Poland",2014,1,1
"Estonia","Brazil",2023,1,1
"Poland","Ukraine",2018,1,1
"Pakistan","Finland",2023,1,1
"Brazil","Mexico",2017,1,1
"United Kingdom","Austria",2021,1,1
"Armenia","Russia",2017,1,1
"Lebanon","Serbia",2023,1,1
"Vietnam","Singapore",2016,1,1
"Netherlands","France",1996,1,1
"Bolivia","Peru",2019,1,1
"Armenia","Poland",2021,1,1
"Jamaica","India",2022,1,1
"United Kingdom","Luxembourg",2021,1,1
"Italy","San Marino",2021,1,1
"Lithuania","Singapore",2019,1,1
"Ivory Coast","France",2021,1,1
"Netherlands","Ireland",2006,1,1
"Qatar","Canada",2020,1,1
"Sweden","Czech Republic",2015,1,1
"Ivory Coast","Burkina Faso",2023,1,1
"Mongolia","United States",2024,1,1
"Austria","Slovakia",2018,1,1
"Yemen","Malaysia",2023,1,1
"Tunisia","Sweden",2017,1,1
"Suriname","Netherlands",2015,1,1
"Canada","Iran",2015,1,1
"Netherlands","Spain",2014,1,1
"Brazil","Sweden",2024,1,1
"Taiwan","Indonesia",2023,1,1
"Chile","France",2018,1,1
"China","Ireland",2021,1,1
"Bangladesh","Thailand",2021,1,1
"Dominican Republic","Poland",2024,1,1
"Peru","India",2024,1,1
"Pakistan","Saudi Arabia",1994,1,1
"Germany","Japan",2012,1,1
"Bulgaria","Ireland",2018,1,1
"Australia","Armenia",2019,1,1
"Sweden","Ukraine",2021,1,1
"Germany","United States",2003,1,1
"Benin","Netherlands",2009,1,1
"Philippines","Czech Republic",2023,1,1
"Germany","United Kingdom",2012,1,1
"Mexico","Brazil",2024,1,1
"Italy","Germany",2015,1,1
"Belgium","Netherlands",2003,1,1
"South Korea","United Arab Emirates",2019,1,1
"Aruba","Netherlands",2014,1,1
"United States","Egypt",2017,1,1
"Luxembourg","Germany",2007,1,1
"Ireland","Finland",2024,1,1
"Germany","France",2016,1,1
"Luxembourg","United Kingdom",2015,1,1
"Colombia","Switzerland",2024,1,1
"Italy","Netherlands",1999,1,1
"Egypt","Ireland",2020,1,1
"Saudi Arabia","Singapore",2024,1,1
"Malaysia","Singapore",2016,1,1
"India","Mozambique",2024,1,1
"Egypt","Luxembourg",2018,1,1
"Serbia","Austria",2022,1,1
"South Sudan","Nigeria",2017,1,1
"United Arab Emirates","Belgium",2022,1,1
"Ireland","United Arab Emirates",2017,1,1
"Lebanon","Netherlands",2010,1,1
"Iran","Hungary",2022,1,1
"United Arab Emirates","Algeria",2020,1,1
"South Africa","Ireland",2022,1,1
"Iran","Austria",2018,1,1
"Yemen","Ukraine",2014,1,1
"Algeria","United Kingdom",2021,1,1
"United Arab Emirates","Kazakhstan",2018,1,1
"Russia","Singapore",2015,1,1
"Sri Lanka","Philippines",2013,1,1
"Kazakhstan","United Kingdom",2021,1,1
"Costa Rica","Honduras",2023,1,1
"Pakistan","Spain",2016,1,1
"India","Jamaica",2017,1,1
"Sweden","Norway",2016,1,1
"Philippines","Uganda",2007,1,1
"Czech Republic","Netherlands",2014,1,1
"Tunisia","United Arab Emirates",2013,1,1
"Netherlands","Czech Republic",2012,1,1
"Switzerland","Ukraine",2023,1,1
"United States","Ecuador",2020,1,1
"Belarus","France",2021,1,1
"France","Ivory Coast",2023,1,1
"Japan","United States",2013,1,1
"Colombia","India",2024,1,1
"Poland","Turkey",2020,1,1
"Aruba","Netherlands",2023,1,1
"Netherlands","United Arab Emirates",2012,1,1
"Japan","Sweden",2024,1,1
"Armenia","Russia",2019,1,1
"Portugal","Netherlands",2006,1,1
"Hong Kong","Russia",2018,1,1
"United States","China",2012,1,1
"Jordan","Canada",2020,1,1
"United States","Rwanda",2020,1,1
"Denmark","Jordan",2024,1,1
"Portugal","Austria",2019,1,1
"Austria","Poland",2021,1,1
"Belgium","Switzerland",2017,1,1
"Belarus","Cyprus",2024,1,1
"Singapore","Hungary",2021,1,1
"Germany","France",2009,1,1
"Germany","Nigeria",2024,1,1
"Netherlands","Greece",2019,1,1
"Chile","Belgium",2022,1,1
"Switzerland","Croatia",2019,1,1
"Morocco","United Kingdom",2020,1,1
"Saudi Arabia","Australia",2019,1,1
"Brazil","United Kingdom",2017,1,1
"Australia","United Arab Emirates",2018,1,1
"Italy","Germany",2011,1,1
"Italy","Czech Republic",2021,1,1
"Tunisia","Thailand",2017,1,1
"France","South Africa",2023,1,1
"Philippines","Norway",2022,1,1
"Netherlands","Norway",2016,1,1
"Chile","Solomon Islands",2020,1,1
"Australia","United Arab Emirates",2023,1,1
"Australia","Indonesia",2024,1,1
"Georgia","Estonia",2022,1,1
"Greece","United Arab Emirates",2022,1,1
"Cyprus","Morocco",2022,1,1
"Mexico","Israel",2022,1,1
"Qatar","Italy",2021,1,1
"Japan","Taiwan",2023,1,1
"Lithuania","Turkey",2022,1,1
"United States","Malaysia",2021,1,1
"Ukraine","Canada",2017,1,1
"Sweden","Austria",2024,1,1
"Bahrain","Cambodia",2011,1,1
"Portugal","India",2015,1,1
"United Kingdom","Vietnam",2025,1,1
"Lithuania","India",2021,1,1
"Taiwan","United Kingdom",2024,1,1
"Ukraine","Russia",2018,1,1
"Iran","Denmark",2020,1,1
"Morocco","Malta",2024,1,1
"Qatar","Saudi Arabia",2024,1,1
"Japan","United Kingdom",2006,1,1
"Puerto Rico","Chile",2020,1,1
"Japan","Australia",2018,1,1
"United Arab Emirates","Netherlands",2012,1,1
"United Arab Emirates","Russia",2019,1,1
"Oman","India",2024,1,1
"Iceland","Canada",2019,1,1
"Rwanda","Germany",2021,1,1
"Bangladesh","Canada",2018,1,1
"Ireland","Singapore",2018,1,1
"Netherlands","Aruba",2022,1,1
"Spain","Turkey",2015,1,1
"Bulgaria","Ukraine",2019,1,1
"India","Singapore",2016,1,1
"Colombia","Chile",2022,1,1
"United States","Bermuda",2020,1,1
"Sweden","Italy",2018,1,1
"Ghana","Australia",2018,1,1
"Netherlands","Mexico",2005,1,1
"Portugal","Italy",2019,1,1
"Macao","United States",2012,1,1
"Norway","Netherlands",2011,1,1
"Indonesia","Vietnam",2019,1,1
"Bahrain","Turkey",2019,1,1
"Spain","Singapore",2015,1,1
"Belgium","France",2010,1,1
"United Arab Emirates","Denmark",2022,1,1
"Macao","Australia",2014,1,1
"United States","Brazil",2014,1,1
"Spain","United Kingdom",2011,1,1
"Monaco","Netherlands",2016,1,1
"Pakistan","Bermuda",2022,1,1
"Bahrain","Denmark",2017,1,1
"Puerto Rico","Spain",2018,1,1
"Canada","Italy",2021,1,1
"Azerbaijan","Spain",2022,1,1
"Netherlands","Switzerland",2002,1,1
"Netherlands","Singapore",2008,1,1
"Croatia","Macao",2020,1,1
"South Africa","Canada",2018,1,1
"Belarus","China",2019,1,1
"Japan","Taiwan",2018,1,1
"Argentina","Brazil",2022,1,1
"Singapore","Philippines",2021,1,1
"Israel","Sweden",2024,1,1
"Taiwan","Germany",2022,1,1
"Netherlands","Romania",2023,1,1
"Ukraine","Netherlands",2023,1,1
"Singapore","Jordan",2023,1,1
"Tunisia","Egypt",2020,1,1
"Japan","United Arab Emirates",2017,1,1
"India","Czech Republic",2017,1,1
"Czech Republic","India",2017,1,1
"Hungary","Canada",2013,1,1
"Tunisia","Saudi Arabia",2019,1,1
"Colombia","Ghana",2022,1,1
"Mexico","France",2020,1,1
"Norway","Vietnam",2016,1,1
"Germany","Sweden",2017,1,1
"Indonesia","Japan",2022,1,1
"Denmark","Canada",2018,1,1
"Netherlands","Cyprus",2023,1,1
"India","Netherlands",2008,1,1
"Belgium","Congo - Democratic Republic of the Congo",2021,1,1
"United Kingdom","Hungary",2015,1,1
"Saudi Arabia","Malta",2019,1,1
"Italy","Switzerland",2015,1,1
"Bahrain","United Arab Emirates",2020,1,1
"United States","Chile",2019,1,1
"Hungary","United Kingdom",2006,1,1
"France","Greece",2019,1,1
"Turkey","United Kingdom",2017,1,1
"Mexico","Netherlands",2013,1,1
"Mexico","Kenya",2024,1,1
"South Africa","Mexico",2023,1,1
"Saudi Arabia","Suriname",2016,1,1
"Saudi Arabia","Bulgaria",2022,1,1
"Afghanistan","Sudan",2017,1,1
"Singapore","Switzerland",2018,1,1
"Czech Republic","Netherlands",2015,1,1
"Netherlands","Curacao",1999,1,1
"United States","Dominican Republic",2023,1,1
"Sweden","South Korea",2020,1,1
"Brazil","Hong Kong",2015,1,1
"Netherlands","Myanmar",2021,1,1
"Taiwan","Germany",2016,1,1
"Bulgaria","United Kingdom",2020,1,1
"Somalia","United States",2017,1,1
"France","Chile",2016,1,1
"Ukraine","Finland",2023,1,1
"Nepal","France",2024,1,1
"China","Denmark",2022,1,1
"United States","Norway",2008,1,1
"Switzerland","Liechtenstein",2024,1,1
"Saudi Arabia","Tunisia",2023,1,1
"Belgium","Norway",2024,1,1
"Israel","Netherlands",2023,1,1
"France","Cameroon",2023,1,1
"Austria","Latvia",2021,1,1
"Argentina","Italy",2019,1,1
"Morocco","Ukraine",2019,1,1
"Australia","Austria",2021,1,1
"United Arab Emirates","Senegal",2015,1,1
"France","Ivory Coast",2018,1,1
"Ghana","India",2023,1,1
"Turkey","Italy",2021,1,1
"Norway","Sweden",2022,1,1
"Chile","Pakistan",2023,1,1
"United Arab Emirates","Saudi Arabia",2017,1,1
"Canada","Singapore",2012,1,1
"Nigeria","Germany",2017,1,1
"Canada","Mauritius",2018,1,1
"Spain","Japan",2017,1,1
"Israel","Yemen",2020,1,1
"Poland","Japan",2023,1,1
"United States","Gambia",2023,1,1
"France","United States",1993,1,1
"Netherlands","Cambodia",2017,1,1
"Japan","Bangladesh",2024,1,1
"Czech Republic","Singapore",2024,1,1
"Luxembourg","Ireland",2022,1,1
"Sierra Leone","Bangladesh",2020,1,1
"Italy","Azerbaijan",2023,1,1
"Netherlands","South Korea",2021,1,1
"Iraq","Italy",2020,1,1
"Oman","Germany",2022,1,1
"Bulgaria","United States",2018,1,1
"Ireland","Sweden",2021,1,1
"Vietnam","Somalia",2016,1,1
"Netherlands","Israel",2017,1,1
"New Zealand","Germany",2020,1,1
"Netherlands","Austria",2023,1,1
"Turkey","India",2020,1,1
"Netherlands","Afghanistan",2020,1,1
"Indonesia","Japan",2016,1,1
"Poland","Germany",2017,1,1
"Malaysia","Philippines",2020,1,1
"Nigeria","Ireland",2022,1,1
"Switzerland","Slovakia",2015,1,1
"Morocco","Cameroon",2022,1,1
"Germany","Mexico",2019,1,1
"Canada","Turkey",2022,1,1
"Nepal","Singapore",2021,1,1
"Turkey","Canada",2020,1,1
"Italy","Greece",2020,1,1
"Germany","Nigeria",2020,1,1
"United Kingdom","Philippines",2019,1,1
"Belgium","Sweden",2017,1,1
"Iran","United States",2017,1,1
"Brazil","Chile",2022,1,1
"Argentina","China",2020,1,1
"Netherlands","Turkey",2013,1,1
"Czech Republic","United Kingdom",2008,1,1
"India","Taiwan",2021,1,1
"Ireland","Japan",2022,1,1
"Brazil","Austria",2021,1,1
"Argentina","Australia",2019,1,1
"United Arab Emirates","Syria",2022,1,1
"Lithuania","Netherlands",2024,1,1
"Sweden","Italy",2023,1,1
"Finland","Ireland",2023,1,1
"Germany","Bulgaria",2023,1,1
"France","Argentina",2020,1,1
"Bahamas","United States",2022,1,1
"Germany","South Korea",2019,1,1
"Iran","Sweden",2016,1,1
"Tunisia","Belgium",2018,1,1
"Sweden","Japan",2024,1,1
"Norway","Spain",2024,1,1
"Singapore","Tunisia",2024,1,1
"United Kingdom","France",2010,1,1
"South Africa","Nepal",2024,1,1
"Egypt","Finland",2024,1,1
"Poland","Saudi Arabia",2024,1,1
"Canada","El Salvador",2022,1,1
"Mexico","Switzerland",2021,1,1
"Iran","France",2021,1,1
"Nepal","Japan",2019,1,1
"Mexico","Uruguay",2024,1,1
"Belgium","Mexico",2020,1,1
"Turkey","Norway",2020,1,1
"South Korea","United States",1999,1,1
"Iran","Singapore",2022,1,1
"India","Netherlands",2006,1,1
"Uruguay","Mexico",2021,1,1
"Virgin Islands (UK)","Canada",2018,1,1
"United States","Virgin Islands (UK)",2018,1,1
"India","Morocco",2018,1,1
"Czech Republic","Germany",2021,1,1
"New Zealand","United States",2015,1,1
"Spain","United States",2014,1,1
"Poland","Croatia",2023,1,1
"Finland","Denmark",2021,1,1
"Lebanon","United Arab Emirates",2016,1,1
"Pakistan","Spain",2022,1,1
"Switzerland","India",2012,1,1
"Aruba","Netherlands",2015,1,1
"Czech Republic","United States",2018,1,1
"Portugal","Ireland",2024,1,1
"Belarus","Germany",2023,1,1
"Tunisia","Italy",2022,1,1
"Denmark","Sweden",2023,1,1
"China","Taiwan",2016,1,1
"Armenia","Netherlands",2024,1,1
"Hungary","France",2014,1,1
"Vietnam","Malaysia",2024,1,1
"United States","Croatia",2023,1,1
"Singapore","Cyprus",2022,1,1
"Germany","Luxembourg",2018,1,1
"Germany","Romania",2021,1,1
"Hong Kong","South Korea",2019,1,1
"Colombia","Austria",2020,1,1
"Jordan","Canada",2024,1,1
"Syria","Kuwait",2023,1,1
"China","Philippines",2023,1,1
"United Arab Emirates","South Korea",2018,1,1
"Guatemala","Colombia",2017,1,1
"United Arab Emirates","Qatar",2016,1,1
"Latvia","Sweden",2021,1,1
"United States","Zimbabwe",2023,1,1
"Turkey","Netherlands",2015,1,1
"Morocco","Finland",2021,1,1
"Ireland","United Arab Emirates",2019,1,1
"United States","Australia",2016,1,1
"Kazakhstan","Thailand",2022,1,1
"Bermuda","United States",2019,1,1
"China","Japan",2010,1,1
"Netherlands","Norway",2019,1,1
"United Kingdom","Armenia",2015,1,1
"Netherlands","Malta",2020,1,1
"Estonia","Iran",2021,1,1
"Iceland","Netherlands",2023,1,1
"Canada","Switzerland",2024,1,1
"Turkey","Ireland",2024,1,1
"Turkey","Hong Kong",2023,1,1
"Turkey","Finland",2022,1,1
"United Arab Emirates","Spain",2020,1,1
"United States","Argentina",2018,1,1
"France","Qatar",2016,1,1
"Peru","Mexico",2022,1,1
"Belgium","Switzerland",2019,1,1
"Azerbaijan","Malaysia",2022,1,1
"Spain","Egypt",2021,1,1
"Romania","Netherlands",2011,1,1
"Jordan","Egypt",2021,1,1
"France","Australia",2020,1,1
"Pakistan","China",2023,1,1
"Malaysia","New Zealand",2015,1,1
"Tonga","Israel",2017,1,1
"Tunisia","India",2022,1,1
"Sweden","China",2019,1,1
"China","Canada",2011,1,1
"Saudi Arabia","Canada",2022,1,1
"France","Norway",2021,1,1
"Hungary","Saudi Arabia",2021,1,1
"France","United States",2000,1,1
"South Africa","Nigeria",2019,1,1
"United Kingdom","Malta",2022,1,1
"Bulgaria","India",2023,1,1
"Kuwait","Japan",2019,1,1
"Croatia","Germany",2017,1,1
"Slovakia","Poland",2020,1,1
"Hong Kong","Singapore",2016,1,1
"United Kingdom","Israel",2016,1,1
"Brazil","United States",2003,1,1
"Netherlands","Poland",2024,1,1
"Malaysia","Ukraine",2023,1,1
"Chile","Austria",2019,1,1
"Vietnam","Singapore",2017,1,1
"Belgium","Bahrain",2018,1,1
"Germany","Hungary",2022,1,1
"Poland","Switzerland",2011,1,1
"Spain","Ireland",2013,1,1
"Mexico","France",2012,1,1
"France","Hungary",2020,1,1
"Netherlands","Macedonia",2024,1,1
"Switzerland","China",2016,1,1
"Tunisia","France",2012,1,1
"Sweden","Denmark",2020,1,1
"Armenia","Austria",2022,1,1
"Malaysia","Thailand",2024,1,1
"Norway","Russia",2023,1,1
"United Kingdom","Romania",2018,1,1
"Eritrea","Uganda",2024,1,1
"Italy","Portugal",2023,1,1
"Netherlands","Nigeria",2022,1,1
"United Kingdom","Switzerland",2014,1,1
"Netherlands","Italy",2010,1,1
"Puerto Rico","United States",2023,1,1
"Luxembourg","United States",2013,1,1
"Saudi Arabia","United Kingdom",2015,1,1
"Netherlands","Iceland",2022,1,1
"Australia","Vietnam",2024,1,1
"Vietnam","Australia",2023,1,1
"Morocco","Algeria",2024,1,1
"Tunisia","Morocco",2024,1,1
"Turkey","United States",2002,1,1
"Kenya","Ghana",2024,1,1
"Sweden","Belgium",2021,1,1
"Egypt","Algeria",2019,1,1
"Saudi Arabia","United Arab Emirates",2018,1,1
"Canada","Vietnam",2022,1,1
"Macao","United States",2024,1,1
"Taiwan","Germany",2019,1,1
"Netherlands","Turkey",2017,1,1
"Israel","Switzerland",2024,1,1
"United States","South Africa",2025,1,1
"Cyprus","Armenia",2023,1,1
"Bangladesh","Sweden",2022,1,1
"Netherlands","Hong Kong",2008,1,1
"United States","Austria",2024,1,1
"Iran","China",2019,1,1
"Portugal","China",2020,1,1
"Cuba","Spain",2016,1,1
"Paraguay","United States",2024,1,1
"Oman","Ireland",2024,1,1
"Italy","Japan",2022,1,1
"India","Hong Kong",2022,1,1
"France","Reunion",2024,1,1
"Austria","Slovakia",2023,1,1
"Austria","Pakistan",2020,1,1
"Egypt","United Kingdom",2008,1,1
"Russia","Taiwan",2022,1,1
"Kuwait","United Kingdom",2015,1,1
"China","France",2009,1,1
"United Kingdom","Saudi Arabia",2014,1,1
"Uganda","France",2011,1,1
"Saudi Arabia","Pakistan",2017,1,1
"Luxembourg","Netherlands",2012,1,1
"Taiwan","Australia",2020,1,1
"Germany","Norway",2022,1,1
"Chile","Taiwan",2023,1,1
"Syria","Chile",2019,1,1
"Ecuador","Colombia",2020,1,1
"Ireland","Poland",2018,1,1
"Japan","France",2013,1,1
"Denmark","Singapore",2023,1,1
"Belgium","Macao",2007,1,1
"Turkey","Peru",2022,1,1
"Ukraine","Ireland",2022,1,1
"United Arab Emirates","Japan",2022,1,1
"Bangladesh","United States",2016,1,1
"Benin","South Korea",2022,1,1
"Egypt","Uganda",2023,1,1
"Jamaica","United Kingdom",2015,1,1
"United States","Russia",2010,1,1
"Saudi Arabia","Netherlands",2010,1,1
"Germany","Israel",2015,1,1
"Netherlands","Saudi Arabia",2006,1,1
"Romania","Spain",2015,1,1
"Pakistan","Mauritius",2021,1,1
"Ireland","Netherlands",2012,1,1
"Azerbaijan","Hungary",2022,1,1
"Egypt","Russia",2020,1,1
"United States","Colombia",2016,1,1
"Thailand","Australia",2020,1,1
"Iceland","Poland",2020,1,1
"Latvia","Austria",2013,1,1
"Bangladesh","United Arab Emirates",2021,1,1
"Latvia","Croatia",2018,1,1
"Australia","Brazil",2016,1,1
"Slovenia","United States",2022,1,1
"Laos","Thailand",2019,1,1
"Denmark","Iran",2023,1,1
"Canada","Myanmar",2024,1,1
"Germany","Lebanon",2023,1,1
"Israel","Switzerland",2020,1,1
"Peru","Netherlands",2012,1,1
